m,TagName,
"2016-11-01 00:00:00","ruby","1760"
"2016-11-01 00:00:00","c++","6100"
"2016-11-01 00:00:00","php","11997"
"2016-11-01 00:00:00","r","3564"
"2016-11-01 00:00:00","go","478"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4368"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","java","13868"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","345"
"2016-12-01 00:00:00","javascript","19836"
"2016-12-01 00:00:00","c","2800"
"2016-12-01 00:00:00","c#","10720"
"2016-12-01 00:00:00","php","11509"
"2016-12-01 00:00:00","go","498"
"2016-12-01 00:00:00","ruby","1629"
"2016-12-01 00:00:00","python","13076"
"2016-12-01 00:00:00","c++","5249"
"2016-12-01 00:00:00","swift","3946"
"2017-01-01 00:00:00","assembly","307"
"2017-01-01 00:00:00","c++","5664"
"2017-01-01 00:00:00","java","14605"
"2017-01-01 00:00:00","c#","11730"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21441"
"2017-01-01 00:00:00","c","2765"
"2017-01-01 00:00:00","go","562"
"2017-01-01 00:00:00","php","12668"
"2017-01-01 00:00:00","ruby","1825"
"2017-01-01 00:00:00","perl","337"
"2017-01-01 00:00:00","swift","4346"
"2017-01-01 00:00:00","python","14311"
"2017-01-01 00:00:00","r","3496"
"2017-02-01 00:00:00","python","14806"
"2017-02-01 00:00:00","java","14601"
"2017-02-01 00:00:00","assembly","302"
"2017-02-01 00:00:00","javascript","21214"
"2017-02-01 00:00:00","c","2733"
"2017-02-01 00:00:00","c#","11530"
"2017-02-01 00:00:00","perl","410"
"2017-02-01 00:00:00","ruby","1631"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5190"
"2017-02-01 00:00:00","php","12564"
"2017-02-01 00:00:00","swift","4071"
"2017-02-01 00:00:00","go","555"
"2017-02-01 00:00:00","r","3682"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c++","6239"
"2017-03-01 00:00:00","c","2976"
"2017-03-01 00:00:00","c#","13027"
"2017-03-01 00:00:00","java","17349"
"2017-03-01 00:00:00","python","17153"
"2017-03-01 00:00:00","perl","417"
"2017-03-01 00:00:00","javascript","23742"
"2017-03-01 00:00:00","r","4606"
"2017-03-01 00:00:00","ruby","1791"
"2017-03-01 00:00:00","go","656"
"2017-03-01 00:00:00","swift","4624"
"2017-03-01 00:00:00","php","14121"
"2017-04-01 00:00:00","c#","11123"
"2017-04-01 00:00:00","c","2866"
"2017-04-01 00:00:00","c++","5895"
"2017-04-01 00:00:00","python","15665"
"2017-04-01 00:00:00","javascript","21277"
"2017-04-01 00:00:00","go","508"
"2017-04-01 00:00:00","php","12473"
"2017-04-01 00:00:00","assembly","318"
"2017-04-01 00:00:00","ruby","1490"
"2017-04-01 00:00:00","java","15971"
"2017-04-01 00:00:00","swift","3929"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4263"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16376"
"2017-05-01 00:00:00","r","4324"
"2017-05-01 00:00:00","php","13079"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2747"
"2017-05-01 00:00:00","perl","357"
"2017-05-01 00:00:00","c#","12024"
"2017-05-01 00:00:00","python","16208"
"2017-05-01 00:00:00","javascript","22420"
"2017-05-01 00:00:00","c++","5314"
"2017-05-01 00:00:00","go","588"
"2017-05-01 00:00:00","ruby","1521"
"2017-05-01 00:00:00","swift","4109"
"2017-06-01 00:00:00","javascript","21622"
"2017-06-01 00:00:00","perl","319"
"2017-06-01 00:00:00","c","2360"
"2017-06-01 00:00:00","go","576"
"2017-06-01 00:00:00","c#","11338"
"2017-06-01 00:00:00","assembly","242"
"2017-06-01 00:00:00","c++","4700"
"2017-06-01 00:00:00","python","16050"
"2017-06-01 00:00:00","java","14641"
"2017-06-01 00:00:00","r","4455"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4206"
"2017-06-01 00:00:00","php","11813"
"2017-07-01 00:00:00","c#","11234"
"2017-07-01 00:00:00","javascript","21651"
"2017-07-01 00:00:00","python","16948"
"2017-07-01 00:00:00","c","2058"
"2017-07-01 00:00:00","java","14178"
"2017-07-01 00:00:00","php","11825"
"2017-07-01 00:00:00","c++","5031"
"2017-07-01 00:00:00","assembly","222"
"2017-07-01 00:00:00","swift","4355"
"2017-07-01 00:00:00","ruby","1524"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","334"
"2017-07-01 00:00:00","go","658"
"2017-07-01 00:00:00","r","4588"
"2017-08-01 00:00:00","java","13774"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10987"
"2017-08-01 00:00:00","c","2053"
"2017-08-01 00:00:00","python","16498"
"2017-08-01 00:00:00","go","614"
"2017-08-01 00:00:00","c++","4805"
"2017-08-01 00:00:00","javascript","21394"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","362"
"2017-08-01 00:00:00","swift","4192"
"2017-08-01 00:00:00","r","4578"
"2017-08-01 00:00:00","php","11693"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9910"
"2017-09-01 00:00:00","c","2106"
"2017-09-01 00:00:00","python","15480"
"2017-09-01 00:00:00","java","12782"
"2017-09-01 00:00:00","delphi","263"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4483"
"2017-09-01 00:00:00","perl","311"
"2017-09-01 00:00:00","javascript","19024"
"2017-09-01 00:00:00","r","4228"
"2017-09-01 00:00:00","ruby","1224"
"2017-09-01 00:00:00","php","10741"
"2017-09-01 00:00:00","swift","3782"
"2017-10-01 00:00:00","javascript","19909"
"2017-10-01 00:00:00","c","2793"
"2017-10-01 00:00:00","c#","10271"
"2017-10-01 00:00:00","php","10869"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","334"
"2017-10-01 00:00:00","go","619"
"2017-10-01 00:00:00","python","16989"
"2017-10-01 00:00:00","java","14038"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5231"
"2017-10-01 00:00:00","r","4547"
"2017-10-01 00:00:00","perl","337"
"2017-10-01 00:00:00","swift","3908"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14212"
"2017-11-01 00:00:00","r","4517"
"2017-11-01 00:00:00","php","10638"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2964"
"2017-11-01 00:00:00","perl","270"
"2017-11-01 00:00:00","c#","9846"
"2017-11-01 00:00:00","python","17020"
"2017-11-01 00:00:00","javascript","19443"
"2017-11-01 00:00:00","c++","5047"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3680"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4468"
"2017-12-01 00:00:00","c#","8640"
"2017-12-01 00:00:00","java","12009"
"2017-12-01 00:00:00","delphi","188"
"2017-12-01 00:00:00","javascript","17017"
"2017-12-01 00:00:00","go","530"
"2017-12-01 00:00:00","c","2201"
"2017-12-01 00:00:00","php","9190"
"2017-12-01 00:00:00","ruby","1023"
"2017-12-01 00:00:00","perl","242"
"2017-12-01 00:00:00","swift","3215"
"2017-12-01 00:00:00","python","14976"
"2017-12-01 00:00:00","r","3720"
"2018-01-01 00:00:00","python","16276"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12372"
"2018-01-01 00:00:00","javascript","18967"
"2018-01-01 00:00:00","c#","9435"
"2018-01-01 00:00:00","c","2224"
"2018-01-01 00:00:00","c++","4768"
"2018-01-01 00:00:00","ruby","1165"
"2018-01-01 00:00:00","swift","3760"
"2018-01-01 00:00:00","perl","253"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10178"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4206"
"2018-02-01 00:00:00","java","12069"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c#","8613"
"2018-02-01 00:00:00","c","2153"
"2018-02-01 00:00:00","python","16366"
"2018-02-01 00:00:00","go","584"
"2018-02-01 00:00:00","c++","4585"
"2018-02-01 00:00:00","javascript","17253"
"2018-02-01 00:00:00","ruby","1032"
"2018-02-01 00:00:00","perl","244"
"2018-02-01 00:00:00","swift","3418"
"2018-02-01 00:00:00","r","4512"
"2018-02-01 00:00:00","php","9187"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19193"
"2018-03-01 00:00:00","c#","9840"
"2018-03-01 00:00:00","c","2480"
"2018-03-01 00:00:00","python","17945"
"2018-03-01 00:00:00","c++","5205"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","613"
"2018-03-01 00:00:00","perl","302"
"2018-03-01 00:00:00","ruby","1064"
"2018-03-01 00:00:00","java","13596"
"2018-03-01 00:00:00","php","9903"
"2018-03-01 00:00:00","r","5107"
"2018-03-01 00:00:00","swift","4074"
"2018-04-01 00:00:00","java","13534"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2201"
"2018-04-01 00:00:00","c#","9281"
"2018-04-01 00:00:00","javascript","17990"
"2018-04-01 00:00:00","php","8985"
"2018-04-01 00:00:00","c++","4677"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","267"
"2018-04-01 00:00:00","python","17008"
"2018-04-01 00:00:00","r","4739"
"2018-04-01 00:00:00","go","623"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3581"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9975"
"2018-05-01 00:00:00","c++","4700"
"2018-05-01 00:00:00","python","17604"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18098"
"2018-05-01 00:00:00","c","2377"
"2018-05-01 00:00:00","java","13500"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1036"
"2018-05-01 00:00:00","perl","256"
"2018-05-01 00:00:00","swift","3631"
"2018-05-01 00:00:00","php","9520"
"2018-05-01 00:00:00","r","4730"
"2018-06-01 00:00:00","c","1842"
"2018-06-01 00:00:00","c#","8827"
"2018-06-01 00:00:00","assembly","207"
"2018-06-01 00:00:00","c++","4112"
"2018-06-01 00:00:00","java","11833"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","253"
"2018-06-01 00:00:00","javascript","17213"
"2018-06-01 00:00:00","r","4501"
"2018-06-01 00:00:00","go","677"
"2018-06-01 00:00:00","php","8483"
"2018-06-01 00:00:00","python","16833"
"2018-06-01 00:00:00","ruby","994"
"2018-06-01 00:00:00","swift","3159"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11795"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9443"
"2018-07-01 00:00:00","go","696"
"2018-07-01 00:00:00","c","1610"
"2018-07-01 00:00:00","perl","261"
"2018-07-01 00:00:00","python","17955"
"2018-07-01 00:00:00","r","4408"
"2018-07-01 00:00:00","javascript","17847"
"2018-07-01 00:00:00","php","8604"
"2018-07-01 00:00:00","c++","3925"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3681"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9559"
"2018-08-01 00:00:00","python","17843"
"2018-08-01 00:00:00","c","1698"
"2018-08-01 00:00:00","java","11400"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3942"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","234"
"2018-08-01 00:00:00","javascript","17955"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8579"
"2018-08-01 00:00:00","r","4135"
"2018-08-01 00:00:00","swift","3597"
"2018-09-01 00:00:00","c#","8436"
"2018-09-01 00:00:00","c++","3779"
"2018-09-01 00:00:00","python","16125"
"2018-09-01 00:00:00","c","1861"
"2018-09-01 00:00:00","assembly","263"
"2018-09-01 00:00:00","javascript","16082"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","679"
"2018-09-01 00:00:00","perl","211"
"2018-09-01 00:00:00","php","7767"
"2018-09-01 00:00:00","java","10861"
"2018-09-01 00:00:00","ruby","782"
"2018-09-01 00:00:00","r","3799"
"2018-09-01 00:00:00","swift","3154"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12640"
"2018-10-01 00:00:00","php","8302"
"2018-10-01 00:00:00","r","4389"
"2018-10-01 00:00:00","c#","9404"
"2018-10-01 00:00:00","c","2488"
"2018-10-01 00:00:00","c++","4359"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17539"
"2018-10-01 00:00:00","ruby","905"
"2018-10-01 00:00:00","perl","289"
"2018-10-01 00:00:00","swift","3299"
"2018-10-01 00:00:00","python","18302"
"2018-11-01 00:00:00","javascript","16306"
"2018-11-01 00:00:00","go","721"
"2018-11-01 00:00:00","python","18179"
"2018-11-01 00:00:00","c","2568"
"2018-11-01 00:00:00","c#","8561"
"2018-11-01 00:00:00","assembly","312"
"2018-11-01 00:00:00","java","11865"
"2018-11-01 00:00:00","c++","4408"
"2018-11-01 00:00:00","perl","240"
"2018-11-01 00:00:00","ruby","835"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","3000"
"2018-11-01 00:00:00","r","4272"
"2018-11-01 00:00:00","php","7221"
"2018-12-01 00:00:00","javascript","14405"
"2018-12-01 00:00:00","java","10598"
"2018-12-01 00:00:00","c#","7631"
"2018-12-01 00:00:00","c","2238"
"2018-12-01 00:00:00","php","6340"
"2018-12-01 00:00:00","python","15892"
"2018-12-01 00:00:00","c++","3614"
"2018-12-01 00:00:00","assembly","236"
"2018-12-01 00:00:00","ruby","812"
"2018-12-01 00:00:00","delphi","177"
"2018-12-01 00:00:00","swift","2800"
"2018-12-01 00:00:00","perl","225"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3437"
"2019-01-01 00:00:00","delphi","219"
"2019-01-01 00:00:00","java","11175"
"2019-01-01 00:00:00","assembly","229"
"2019-01-01 00:00:00","c#","8858"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2326"
"2019-01-01 00:00:00","perl","267"
"2019-01-01 00:00:00","python","17134"
"2019-01-01 00:00:00","r","3985"
"2019-01-01 00:00:00","javascript","16140"
"2019-01-01 00:00:00","php","7313"
"2019-01-01 00:00:00","c++","3950"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2933"
"2019-02-01 00:00:00","assembly","231"
"2019-02-01 00:00:00","c#","8449"
"2019-02-01 00:00:00","python","17701"
"2019-02-01 00:00:00","c","2088"
"2019-02-01 00:00:00","java","11137"
"2019-02-01 00:00:00","delphi","193"
"2019-02-01 00:00:00","c++","3794"
"2019-02-01 00:00:00","go","634"
"2019-02-01 00:00:00","perl","259"
"2019-02-01 00:00:00","javascript","15834"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7445"
"2019-02-01 00:00:00","r","4295"
"2019-02-01 00:00:00","swift","2704"
"2019-03-01 00:00:00","java","12234"
"2019-03-01 00:00:00","c++","4499"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17502"
"2019-03-01 00:00:00","c","2417"
"2019-03-01 00:00:00","c#","9064"
"2019-03-01 00:00:00","php","7928"
"2019-03-01 00:00:00","go","728"
"2019-03-01 00:00:00","perl","237"
"2019-03-01 00:00:00","python","20091"
"2019-03-01 00:00:00","r","4547"
"2019-03-01 00:00:00","ruby","850"
"2019-03-01 00:00:00","swift","2973"
"2019-04-01 00:00:00","delphi","207"
"2019-04-01 00:00:00","javascript","16318"
"2019-04-01 00:00:00","assembly","318"
"2019-04-01 00:00:00","c#","9216"
"2019-04-01 00:00:00","php","7368"
"2019-04-01 00:00:00","c++","4453"
"2019-04-01 00:00:00","c","2468"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11318"
"2019-04-01 00:00:00","swift","3117"
"2019-04-01 00:00:00","python","19989"
"2019-04-01 00:00:00","ruby","768"
"2019-04-01 00:00:00","perl","213"
"2019-04-01 00:00:00","r","4645"
"2019-05-01 00:00:00","c#","9133"
"2019-05-01 00:00:00","assembly","251"
"2019-05-01 00:00:00","c","2146"
"2019-05-01 00:00:00","delphi","172"
"2019-05-01 00:00:00","javascript","16277"
"2019-05-01 00:00:00","perl","227"
"2019-05-01 00:00:00","java","11272"
"2019-05-01 00:00:00","go","682"
"2019-05-01 00:00:00","c++","4189"
"2019-05-01 00:00:00","php","7130"
"2019-05-01 00:00:00","r","4351"
"2019-05-01 00:00:00","python","19083"
"2019-05-01 00:00:00","swift","3137"
"2019-05-01 00:00:00","ruby","760"
"2019-06-01 00:00:00","java","9773"
"2019-06-01 00:00:00","javascript","14972"
"2019-06-01 00:00:00","c#","7714"
"2019-06-01 00:00:00","go","535"
"2019-06-01 00:00:00","assembly","205"
"2019-06-01 00:00:00","php","6143"
"2019-06-01 00:00:00","c++","3714"
"2019-06-01 00:00:00","c","1770"
"2019-06-01 00:00:00","python","17462"
"2019-06-01 00:00:00","perl","243"
"2019-06-01 00:00:00","ruby","705"
"2019-06-01 00:00:00","delphi","135"
"2019-06-01 00:00:00","swift","3117"
"2019-06-01 00:00:00","r","3998"
"2019-07-01 00:00:00","delphi","166"
"2019-07-01 00:00:00","assembly","193"
"2019-07-01 00:00:00","c++","4324"
"2019-07-01 00:00:00","c","1786"
"2019-07-01 00:00:00","c#","8560"
"2019-07-01 00:00:00","java","10990"
"2019-07-01 00:00:00","python","19978"
"2019-07-01 00:00:00","perl","244"
"2019-07-01 00:00:00","javascript","16373"
"2019-07-01 00:00:00","r","4258"
"2019-07-01 00:00:00","ruby","761"
"2019-07-01 00:00:00","go","640"
"2019-07-01 00:00:00","swift","3073"
"2019-07-01 00:00:00","php","6810"
"2019-08-01 00:00:00","c#","7794"
"2019-08-01 00:00:00","c","1581"
"2019-08-01 00:00:00","c++","3341"
"2019-08-01 00:00:00","python","18210"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","637"
"2019-08-01 00:00:00","javascript","15383"
"2019-08-01 00:00:00","assembly","173"
"2019-08-01 00:00:00","php","5923"
"2019-08-01 00:00:00","java","9211"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","200"
"2019-08-01 00:00:00","swift","2570"
"2019-08-01 00:00:00","r","3979"
"2019-09-01 00:00:00","java","9827"
"2019-09-01 00:00:00","c","2045"
"2019-09-01 00:00:00","c#","7940"
"2019-09-01 00:00:00","assembly","227"
"2019-09-01 00:00:00","javascript","15050"
"2019-09-01 00:00:00","c++","3857"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","php","5711"
"2019-09-01 00:00:00","go","626"
"2019-09-01 00:00:00","perl","203"
"2019-09-01 00:00:00","python","17063"
"2019-09-01 00:00:00","r","3978"
"2019-09-01 00:00:00","ruby","725"
"2019-09-01 00:00:00","swift","2573"
"2019-10-01 00:00:00","c#","8531"
"2019-10-01 00:00:00","assembly","327"
"2019-10-01 00:00:00","c++","4916"
"2019-10-01 00:00:00","python","20695"
"2019-10-01 00:00:00","javascript","16161"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2529"
"2019-10-01 00:00:00","delphi","154"
"2019-10-01 00:00:00","java","11389"
"2019-10-01 00:00:00","perl","211"
"2019-10-01 00:00:00","ruby","857"
"2019-10-01 00:00:00","php","6222"
"2019-10-01 00:00:00","swift","3130"
"2019-10-01 00:00:00","r","4416"
"2019-11-01 00:00:00","assembly","298"
"2019-11-01 00:00:00","c","2559"
"2019-11-01 00:00:00","c#","8160"
"2019-11-01 00:00:00","c++","4818"
"2019-11-01 00:00:00","perl","226"
"2019-11-01 00:00:00","java","10493"
"2019-11-01 00:00:00","delphi","173"
"2019-11-01 00:00:00","javascript","15940"
"2019-11-01 00:00:00","php","6261"
"2019-11-01 00:00:00","r","4324"
"2019-11-01 00:00:00","go","614"
"2019-11-01 00:00:00","python","20836"
"2019-11-01 00:00:00","ruby","686"
"2019-11-01 00:00:00","swift","2906"
"2019-12-01 00:00:00","assembly","245"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9121"
"2019-12-01 00:00:00","c#","7273"
"2019-12-01 00:00:00","go","624"
"2019-12-01 00:00:00","python","18245"
"2019-12-01 00:00:00","c","2177"
"2019-12-01 00:00:00","c++","4260"
"2019-12-01 00:00:00","perl","160"
"2019-12-01 00:00:00","ruby","670"
"2019-12-01 00:00:00","javascript","14393"
"2019-12-01 00:00:00","swift","2682"
"2019-12-01 00:00:00","r","3759"
"2019-12-01 00:00:00","php","5301"
"2020-01-01 00:00:00","assembly","234"
"2020-01-01 00:00:00","c#","8157"
"2020-01-01 00:00:00","c","2099"
"2020-01-01 00:00:00","python","21066"
"2020-01-01 00:00:00","java","10619"
"2020-01-01 00:00:00","delphi","174"
"2020-01-01 00:00:00","perl","172"
"2020-01-01 00:00:00","c++","4347"
"2020-01-01 00:00:00","r","4331"
"2020-01-01 00:00:00","go","660"
"2020-01-01 00:00:00","ruby","786"
"2020-01-01 00:00:00","javascript","16823"
"2020-01-01 00:00:00","swift","3000"
"2020-01-01 00:00:00","php","6183"
"2020-02-01 00:00:00","c#","8653"
"2020-02-01 00:00:00","c","2082"
"2020-02-01 00:00:00","c++","4403"
"2020-02-01 00:00:00","python","22832"
"2020-02-01 00:00:00","delphi","169"
"2020-02-01 00:00:00","go","713"
"2020-02-01 00:00:00","javascript","17884"
"2020-02-01 00:00:00","assembly","281"
"2020-02-01 00:00:00","php","6497"
"2020-02-01 00:00:00","java","11523"
"2020-02-01 00:00:00","ruby","704"
"2020-02-01 00:00:00","perl","189"
"2020-02-01 00:00:00","swift","3091"
"2020-02-01 00:00:00","r","5173"
"2020-03-01 00:00:00","java","13153"
"2020-03-01 00:00:00","go","716"
"2020-03-01 00:00:00","c","2650"
"2020-03-01 00:00:00","delphi","181"
"2020-03-01 00:00:00","c#","8907"
"2020-03-01 00:00:00","python","26506"
"2020-03-01 00:00:00","c++","5077"
"2020-03-01 00:00:00","assembly","314"
"2020-03-01 00:00:00","javascript","20372"
"2020-03-01 00:00:00","perl","204"
"2020-03-01 00:00:00","r","5745"
"2020-03-01 00:00:00","php","6612"
"2020-03-01 00:00:00","swift","3415"
"2020-03-01 00:00:00","ruby","777"
"2020-04-01 00:00:00","java","15262"
"2020-04-01 00:00:00","assembly","403"
"2020-04-01 00:00:00","c++","6783"
"2020-04-01 00:00:00","c#","9968"
"2020-04-01 00:00:00","c","3455"
"2020-04-01 00:00:00","delphi","253"
"2020-04-01 00:00:00","javascript","24494"
"2020-04-01 00:00:00","go","879"
"2020-04-01 00:00:00","perl","230"
"2020-04-01 00:00:00","php","7999"
"2020-04-01 00:00:00","ruby","857"
"2020-04-01 00:00:00","python","32345"
"2020-04-01 00:00:00","swift","3993"
"2020-04-01 00:00:00","r","7010"
"2020-05-01 00:00:00","java","14581"
"2020-05-01 00:00:00","c#","9846"
"2020-05-01 00:00:00","assembly","383"
"2020-05-01 00:00:00","delphi","220"
"2020-05-01 00:00:00","c","3572"
"2020-05-01 00:00:00","javascript","25010"
"2020-05-01 00:00:00","go","824"
"2020-05-01 00:00:00","c++","7009"
"2020-05-01 00:00:00","php","7831"
"2020-05-01 00:00:00","python","34205"
"2020-05-01 00:00:00","perl","217"
"2020-05-01 00:00:00","ruby","771"
"2020-05-01 00:00:00","r","6813"
"2020-05-01 00:00:00","swift","4026"
"2020-06-01 00:00:00","delphi","215"
"2020-06-01 00:00:00","java","12887"
"2020-06-01 00:00:00","c++","6105"
"2020-06-01 00:00:00","c","2734"
"2020-06-01 00:00:00","php","7081"
"2020-06-01 00:00:00","assembly","357"
"2020-06-01 00:00:00","c#","8971"
"2020-06-01 00:00:00","go","755"
"2020-06-01 00:00:00","javascript","23137"
"2020-06-01 00:00:00","perl","201"
"2020-06-01 00:00:00","python","31480"
"2020-06-01 00:00:00","r","6214"
"2020-06-01 00:00:00","ruby","667"
"2020-06-01 00:00:00","swift","3693"
"2020-07-01 00:00:00","delphi","209"
"2020-07-01 00:00:00","java","12356"
"2020-07-01 00:00:00","javascript","23179"
"2020-07-01 00:00:00","c++","5582"
"2020-07-01 00:00:00","c#","8844"
"2020-07-01 00:00:00","assembly","284"
"2020-07-01 00:00:00","c","2232"
"2020-07-01 00:00:00","python","30393"
"2020-07-01 00:00:00","php","6891"
"2020-07-01 00:00:00","r","5597"
"2020-07-01 00:00:00","go","700"
"2020-07-01 00:00:00","ruby","756"
"2020-07-01 00:00:00","perl","177"
"2020-07-01 00:00:00","swift","3460"
"2020-08-01 00:00:00","delphi","188"
"2020-08-01 00:00:00","javascript","20753"
"2020-08-01 00:00:00","perl","193"
"2020-08-01 00:00:00","java","11021"
"2020-08-01 00:00:00","assembly","276"
"2020-08-01 00:00:00","c#","8020"
"2020-08-01 00:00:00","r","5074"
"2020-08-01 00:00:00","c","2024"
"2020-08-01 00:00:00","python","26431"
"2020-08-01 00:00:00","php","5820"
"2020-08-01 00:00:00","c++","5105"
"2020-08-01 00:00:00","go","766"
"2020-08-01 00:00:00","ruby","606"
"2020-08-01 00:00:00","swift","3134"
"2020-09-01 00:00:00","java","10807"
"2020-09-01 00:00:00","delphi","182"
"2020-09-01 00:00:00","c","2296"
"2020-09-01 00:00:00","c#","7321"
"2020-09-01 00:00:00","javascript","19611"
"2020-09-01 00:00:00","assembly","309"
"2020-09-01 00:00:00","c++","4254"
"2020-09-01 00:00:00","go","813"
"2020-09-01 00:00:00","r","5385"
"2020-09-01 00:00:00","perl","168"
"2020-09-01 00:00:00","ruby","574"
"2020-09-01 00:00:00","python","25214"
"2020-09-01 00:00:00","swift","3029"
"2020-09-01 00:00:00","php","5685"
"2020-10-01 00:00:00","c#","7076"
"2020-10-01 00:00:00","c++","4774"
"2020-10-01 00:00:00","python","26637"
"2020-10-01 00:00:00","assembly","391"
"2020-10-01 00:00:00","java","10864"
"2020-10-01 00:00:00","c","2536"
"2020-10-01 00:00:00","go","649"
"2020-10-01 00:00:00","javascript","19282"
"2020-10-01 00:00:00","delphi","194"
"2020-10-01 00:00:00","ruby","552"
"2020-10-01 00:00:00","r","5801"
"2020-10-01 00:00:00","swift","2773"
"2020-10-01 00:00:00","perl","175"
"2020-10-01 00:00:00","php","5504"
"2020-11-01 00:00:00","c","2918"
"2020-11-01 00:00:00","delphi","211"
"2020-11-01 00:00:00","go","603"
"2020-11-01 00:00:00","javascript","18333"
"2020-11-01 00:00:00","java","10403"
"2020-11-01 00:00:00","c#","6883"
"2020-11-01 00:00:00","assembly","416"
"2020-11-01 00:00:00","python","26220"
"2020-11-01 00:00:00","perl","152"
"2020-11-01 00:00:00","c++","4802"
"2020-11-01 00:00:00","php","5613"
"2020-11-01 00:00:00","ruby","588"
"2020-11-01 00:00:00","r","5626"
"2020-11-01 00:00:00","swift","2636"
"2020-12-01 00:00:00","delphi","215"
"2020-12-01 00:00:00","javascript","19058"
